Curriculum ID,Curriculum Title,Domain ID,Domain Description,Active,Date Created,Curriculum Description,Force Incomplete,Item Type,Item ID,Item Revision Date,Revision Number,Item Title,Assignment Type,Initial Period (Item),Initial Number (Item),Initial Basis (Item),Retraining Period (Item),Retraining Number (Item),Retraining Basis (Item),Effective Date,Job Code ID,Job Description,Requirement (Requirements),Initial Period (Requirement),Initial Number (Requirement),Initial Basis (Requirement),Retraining Period (Requirement),Retraining Number (Requirement),Retraining Basis (Requirement),Requirement (Requirement Group),Initial Period (Requirement Group),Initial Number (Requirement Group),Initial Basis (Requirement Group),Retraining Period (Requirement Group),Retraining Number (Requirement Group),Retraining Basis (Requirement Group),Requirement (Group Requirements),Description,Document ID,Document Title,Review Flag,Sub-Curriculum ID,Sub-Curriculum Title,Sub-Curriculum Parent ID,Sub-Curriculum Level
PGM-RMT-QASQ_LAB_TECH,PGM-RMT-QASQ_LAB_TECH: Requirements for SQ Lab Tech,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_S6120_0312,3/26/2018 02:17 PM America/New York,4,Laboratory Instrument User Requirements and Functionality,Required,Days,90,Event,Days,365,Event,4/13/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_NUG,PGM-RMT-QASQ_NUG: Incoming Material Nugenesis Training,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0032,3/1/2017 12:00 AM America/New York,1,NuGenesis Unify/Vision Scientific Data Management System (SDMS),Required,Days,90,Event,Days,730,Event,3/15/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_NUG,PGM-RMT-QASQ_NUG: Incoming Material Nugenesis Training,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_NUG_TQ,2/22/2017 12:00 AM America/New York,1,Incoming Material Nugenesis Training,Required,Days,90,Event,,,,2/23/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_OVERSEAL,PGM-RMT-QASQ_OVERSEAL: SQ Overseal Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-104002,3/21/2019 08:51 AM America/New York,2,Operation and Maintenance of Micrometers,Required,Days,90,Event,Days,730,Event,3/31/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_OVERSEAL,PGM-RMT-QASQ_OVERSEAL: SQ Overseal Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_OVERSEAL,PGM-RMT-QASQ_OVERSEAL: SQ Overseal Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_OVERSEAL_TQ,6/29/2018 12:00 PM America/New York,2,Testing Overseal Commodities in Supplier Quality,Required,Days,90,Event,,,,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PH_TQM,PGM-RMT-QASQ_PH_TQM: SQ pH Meter Operation TQ Module,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_PH_TQ,9/30/2016 12:00 AM America/New York,1,pH Meter Operation Task Qualification,Required,Days,90,Event,,,,10/4/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PH_TQM,PGM-RMT-QASQ_PH_TQM: SQ pH Meter Operation TQ Module,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0031,5/28/2019 03:29 PM America/New York,3,Operation of the pH Meters,Required,Days,90,Event,Days,730,Event,6/2/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_PLASTIC_TQ,6/29/2018 12:00 PM America/New York,4,Testing Plastic Commodities in Supplier Quality,Required,Days,90,Event,,,,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103504,7/24/2019 04:23 PM America/New York,3,Operation of the SmartScope Optical Comparator with MeasureMind Software,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ-SOP-103677,7/23/2018 04:57 PM America/New York,1,SRB II Bottle Gauge Measurements,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103503,7/23/2018 04:51 PM America/New York,1,Operation of Magna-Mike Thickness Gauges,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-104002,3/21/2019 08:51 AM America/New York,2,Operation and Maintenance of Micrometers,Required,Days,90,Event,Days,730,Event,3/31/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PLASTIC,PGM-RMT-QASQ_PLASTIC: SQ Plastic Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0078,6/20/2017 12:00 PM America/New York,2,Use of Excel Spreadsheets for Data Collection and Calculation,Required,Days,90,Event,Days,730,Event,7/10/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0066,12/19/2018 12:10 PM America/New York,2,Operation and Verification of Data Processing and Calculating Equipment,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0111,8/30/2019 09:52 AM America/New York,4,Good Documentation Practices in Incoming Materials (IM) Lab,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-107508,6/28/2019 07:34 AM America/New York,1,Inspection of Printed Commodities in Incoming Materials,Required,Days,90,Event,Days,730,Event,7/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QASQ_PRINTED_TQ,7/16/2019 12:00 PM America/New York,4,Testing Printed Commodities in Incoming Materials,Required,Days,90,Event,,,,7/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-103502,7/23/2018 04:49 PM America/New York,1,Operation of the Webscan Trucheck 201-R Bar Code Verifier,Required,Days,90,Event,Days,730,Event,8/15/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-GBL-IT-QPS-COAP-CRSE1,11/15/2013 01:00 PM America/New York,2,Auto Proofreading - Scan TVS Training Video,Required,Days,90,Event,,,,7/19/2017,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QACQ_SOP-94588,5/20/2019 12:16 PM America/New York,3,Auto Proofreading Using the ScanTVS for Testing at the Rocky Mount Site,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0072,12/19/2018 12:13 PM America/New York,2,"Operation of the Quality Image Comparator, Model 180",Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-104002,3/21/2019 08:51 AM America/New York,2,Operation and Maintenance of Micrometers,Required,Days,90,Event,Days,730,Event,3/31/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PRINTED,PGM-RMT-QASQ_PRINTED: IM Printed Testing Requirements,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,OJT,PGM-RMT-QACQ_TVS_SCAN_TQ,1/30/2018 12:00 PM America/New York,2,Auto Proofreading - Scan TVS,Required,Days,90,Event,,,,3/19/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0061,6/6/2019 01:52 PM America/New York,2,"Preparation, Approval, and Use of SQ Testing Forms for Incoming Commodities and Use of Quality Histo",Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0053,7/30/2019 11:35 AM America/New York,8,Special Programs for Commodities Received from Outside Suppliers,Required,Days,90,Event,Days,730,Event,8/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-OENP_S8510_0010,1/9/2019 02:47 PM America/New York,3,PFIZER CENTREONE CHANGE CONTROL & CUSTOMER NOTIFICATION,Required,Days,90,Event,Days,730,Event,1/30/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0015,9/30/2019 03:54 PM America/New York,3,Dress Code for Laboratory Areas,Required,Days,90,Event,Days,730,Event,10/14/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-MST_S8700_0107,11/2/2016 12:00 AM America/New York,1,SITE MANUFACTURING SEGREGATION ASSESSMENT,Required,Days,90,Event,Days,730,Event,11/9/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-LC_QA_QDO-01-007,6/30/2014 12:00 AM America/New York,2,Hospira Global Device Technical Quality Agreement,Required,Days,90,Event,Days,730,Event,8/14/2014,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6138_0005,8/29/2019 02:47 PM America/New York,5,Corrective Action / Preventive Action (CAPA) Management in the Global Quality Tracking System (gQTS),Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0121,5/13/2019 04:57 PM America/New York,2,Melamine Risk Procedure,Required,Days,90,Event,Days,730,Event,6/4/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_SOP-90303,6/25/2018 05:08 PM America/New York,2,Material Change Notice,Required,Days,90,Event,Days,730,Event,7/25/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN-SOP-105768,3/28/2019 08:40 AM America/New York,1,CMMS GMP Corrective Work Order Program,Required,Days,90,Event,Days,730,Event,4/7/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0003,9/12/2018 08:35 AM America/New York,2,Assessment and Approval Process for Planned Temporary Deviations,Required,Days,90,Event,Days,730,Event,10/3/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6138_0001,8/29/2019 02:46 PM America/New York,7,Event and Deviation Reporting,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0002,2/8/2019 09:06 AM America/New York,7,Documenting Event and Deviations in the Global Quality Tracking System (gQTS),Required,Days,90,Event,Days,730,Event,2/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0004,7/30/2019 11:44 AM America/New York,2,TrackWise gQTS Business Continuity Plan,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6100_0070,10/25/2018 11:04 AM America/New York,3,Formal Investigation Report,Required,Days,90,Event,Days,730,Event,11/14/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0015,8/30/2019 10:58 AM America/New York,2,Dress Code for Laboratory Areas,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0007,2/26/2019 05:26 PM America/New York,2,Significant Figures and Numerical Rounding,Required,Days,90,Event,Days,730,Event,3/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0068,5/17/2018 10:17 AM America/New York,3,"Procedures for Receipt, Sampling and Disposition of Commodity Using the Stock Locator System",Required,Days,90,Event,Days,730,Event,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_1014,11/22/2016 12:00 AM America/New York,1,GMP Work Order Program,Required,Days,90,Event,Days,730,Event,11/30/2016,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-SF_S8000_0026,12/17/2018 08:49 AM America/New York,2,Rocky Mount Flammable and Hazardous Materials Procedures,Required,Days,90,Event,Days,730,Event,1/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_PROJ_MGR,PGM-RMT-QASQ_PROJ_MGR: Supplier Quality Project Manager,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-LC_QA_QVO-19-001,10/30/2015 12:00 AM America/New York,9,Validation Program Procedure,Required,Days,90,Event,Days,730,Event,11/30/2015,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0003,9/12/2018 08:35 AM America/New York,2,Assessment and Approval Process for Planned Temporary Deviations,Required,Days,90,Event,Days,730,Event,10/3/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6138_0002,2/8/2019 09:06 AM America/New York,7,Documenting Event and Deviations in the Global Quality Tracking System (gQTS),Required,Days,90,Event,Days,730,Event,2/27/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-107517,6/28/2019 07:45 AM America/New York,1,Establishment and Control of Limit Samples in Incoming Quality,Required,Days,90,Event,Days,730,Event,7/16/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6138_0001,8/29/2019 02:46 PM America/New York,7,Event and Deviation Reporting,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ-SOP-107518,9/5/2019 02:33 PM America/New York,2,Generating Certificates of Compliance and Certificates of Analysis in Incoming Materials,Required,Days,90,Event,Days,730,Event,9/24/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6100_0070,10/25/2018 11:04 AM America/New York,3,Formal Investigation Report,Required,Days,90,Event,Days,730,Event,11/14/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QA_S6100_0049,3/9/2018 08:08 AM America/New York,2,Quality Stockroom (Q.S.),Required,Days,90,Event,Days,730,Event,3/28/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6100_0007,4/4/2018 10:28 AM America/New York,2,Technical Service Request System,Required,Days,90,Event,Days,730,Event,4/25/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QATS_S6133_0034,7/30/2019 11:40 AM America/New York,3,Use and Maintenance of the Quality Auxiliary Form System,Required,Days,90,Event,Days,730,Event,8/20/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QATS_S6133_0015,8/30/2019 10:58 AM America/New York,2,Dress Code for Laboratory Areas,Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN_S7100_0255,5/24/2019 10:41 AM America/New York,4,Rocky Mount Engineering Preventative Maintenance PM Program,Required,Days,90,Event,Days,730,Event,6/11/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QASQ_S6114_0023,7/31/2019 04:42 PM America/New York,14,Inspection of Commodities by Supplier Quality,Required,Days,90,Event,Days,730,Event,8/13/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-QA_S6138_0005,8/29/2019 02:47 PM America/New York,5,Corrective Action / Preventive Action (CAPA) Management in the Global Quality Tracking System (gQTS),Required,Days,90,Event,Days,730,Event,9/17/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,COURSE,PGM-RMT-EN-SOP-105821,8/6/2019 03:50 PM America/New York,4,Rocky Mount CMMS Preventative Maintenance Program,Required,Days,90,Event,Days,730,Event,8/26/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0061,6/6/2019 01:52 PM America/New York,2,"Preparation, Approval, and Use of SQ Testing Forms for Incoming Commodities and Use of Quality Histo",Required,Days,90,Event,Days,730,Event,6/25/2019,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
PGM-RMT-QASQ_REQ_ALL,PGM-RMT-QASQ_REQ_ALL: SQ Requirements for All Dept,PGM-ROCKY MOUNT,PGM Rocky Mount - US,Yes,4/11/2017,,No,SOP,PGM-RMT-QASQ_S6114_0068,5/17/2018 10:17 AM America/New York,3,"Procedures for Receipt, Sampling and Disposition of Commodity Using the Stock Locator System",Required,Days,90,Event,Days,730,Event,6/6/2018,,, ,,,,,,, ,,,,,,, ,,,,,,,,1
